"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",6667,4550,5408,8540,11292
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",6744,4380,5237,8629,11692
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6659,4648,5443,8493,11073
"2022","Nordwestschweiz","> Andere","Berufliche Stellung - Total","Geschlecht - Total",5131,3710,4251,6483,8464
"2022","Nordwestschweiz","> Andere","Berufliche Stellung - Total","Frauen",4971,3619,4000,7083,8723
"2022","Nordwestschweiz","> Andere","Berufliche Stellung - Total","Männer",5152,3779,4393,6280,8332
"2022","Nordwestschweiz","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2022","Nordwestschweiz","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2022","Nordwestschweiz","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2022","Nordwestschweiz","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2022","Nordwestschweiz","> Andere","Unteres Kader","Frauen",,,,,
"2022","Nordwestschweiz","> Andere","Unteres Kader","Männer",,,,,
"2022","Nordwestschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2022","Nordwestschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Nordwestschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2022","Nordwestschweiz","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4974,3629,4141,6034,7604
"2022","Nordwestschweiz","> Andere","Ohne Kaderfunktion","Frauen",4646,3610,4000,6125,7562
"2022","Nordwestschweiz","> Andere","Ohne Kaderfunktion","Männer",5017,3725,4307,6034,7619
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",7229,4603,5517,9846,13492
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6667,4383,5088,8683,11270
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",7692,4844,5874,10758,15068
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",11758,7000,8943,16031,23017
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",10281,6596,8259,13183,17961
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",12619,7219,9524,17192,24508
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",9683,6168,7728,11700,14236
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",8923,5667,7168,10810,13053
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",10168,6628,8150,12170,14778
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7990,5481,6603,9881,11902
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",7540,5150,6190,9155,10883
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",8333,5678,6906,10351,12380
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",6256,4389,5048,7850,9901
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5889,4215,4794,7441,9067
"2022","Zürich","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6527,4584,5317,8203,10539
"2022","Zürich","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",7568,4850,5879,10106,13625
"2022","Zürich","Schweizer/innen","Berufliche Stellung - Total","Frauen",6909,4624,5388,8792,11190
"2022","Zürich","Schweizer/innen","Berufliche Stellung - Total","Männer",8194,5190,6321,11189,15433
"2022","Zürich","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",11439,7042,8869,15476,21933
"2022","Zürich","Schweizer/innen","Oberes und mittleres Kader","Frauen",10075,6653,8187,12539,16695
"2022","Zürich","Schweizer/innen","Oberes und mittleres Kader","Männer",12399,7236,9468,16745,23810
"2022","Zürich","Schweizer/innen","Unteres Kader","Geschlecht - Total",9603,6261,7738,11530,13873
"2022","Zürich","Schweizer/innen","Unteres Kader","Frauen",8835,5778,7132,10671,12700
"2022","Zürich","Schweizer/innen","Unteres Kader","Männer",10106,6810,8221,11983,14484
"2022","Zürich","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",8048,5593,6754,9931,11917
"2022","Zürich","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7544,5273,6310,9084,10818
"2022","Zürich","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",8475,5889,7143,10492,12500
"2022","Zürich","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6555,4625,5330,8065,9981
"2022","Zürich","Schweizer/innen","Ohne Kaderfunktion","Frauen",6175,4487,5039,7579,9082
"2022","Zürich","Schweizer/innen","Ohne Kaderfunktion","Männer",6899,4843,5671,8542,10795
"2022","Zürich","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",6444,4244,4952,9131,13201
"2022","Zürich","Ausländer/innen","Berufliche Stellung - Total","Frauen",5842,3994,4579,8333,11502
"2022","Zürich","Ausländer/innen","Berufliche Stellung - Total","Männer",6717,4484,5252,9692,14163
"2022","Zürich","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",13095,6709,9240,18163,25714
"2022","Zürich","Ausländer/innen","Oberes und mittleres Kader","Frauen",11760,6291,8465,15902,23471
"2022","Zürich","Ausländer/innen","Oberes und mittleres Kader","Männer",13786,6977,9825,19024,26815
"2022","Zürich","Ausländer/innen","Unteres Kader","Geschlecht - Total",9921,5902,7690,12192,15072
"2022","Zürich","Ausländer/innen","Unteres Kader","Frauen",9205,5238,7230,11135,13887
"2022","Zürich","Ausländer/innen","Unteres Kader","Männer",10344,6288,7999,12637,15651
"2022","Zürich","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7810,5238,6237,9775,11831
"2022","Zürich","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7531,5015,5880,9345,11051
"2022","Zürich","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7970,5474,6537,10061,12139
"2022","Zürich","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5688,4087,4686,7362,9690
"2022","Zürich","Ausländer/innen","Ohne Kaderfunktion","Frauen",5175,3883,4382,7005,9022
"2022","Zürich","Ausländer/innen","Ohne Kaderfunktion","Männer",5971,4330,4940,7595,10110
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5593,3886,4690,6429,7752
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4881,3000,3955,6840,8279
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5672,3912,4963,6410,7603
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6065,5571,5892,8714,10164
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",7782,5571,5571,9436,13253
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5546,3712,4477,6220,7240
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4396,2927,3799,6154,7687
"2022","Zürich","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5579,3912,4963,6233,7088
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",6306,4068,4714,9047,13021
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",5958,3878,4406,8301,11445
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",6486,4244,4901,9552,13946
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",13735,6790,9318,19470,27575
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",12302,6418,8513,17390,25176
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",14777,7278,10148,20663,29004
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",9945,5691,7670,12449,14826
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",9057,5007,6935,10936,13440
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",10572,6400,8282,12870,15840
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",8021,4881,6237,9794,11986
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7795,4685,6090,9489,11356
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",8193,5037,6246,10000,12223
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5495,3968,4473,7421,9841
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",5181,3803,4216,7222,9212
"2022","Zürich","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5645,4127,4671,7603,10203
"2022","Zürich","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",6608,4432,5125,9441,13774
"2022","Zürich","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5833,4102,4670,8498,11783
"2022","Zürich","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6953,4762,5538,10159,14959
"2022","Zürich","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",13095,6709,9372,17907,25144
"2022","Zürich","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",11701,6225,8471,15726,22905
"2022","Zürich","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",13889,6934,10000,18773,26600
"2022","Zürich","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",9978,6096,7764,12130,15123
"2022","Zürich","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",9365,5567,7588,11344,14450
"2022","Zürich","> Niedergelassene (Kat. C)","Unteres Kader","Männer",10346,6417,7907,12500,15435
"2022","Zürich","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7710,5364,6285,9843,11808
"2022","Zürich","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7431,5103,5755,9365,11065
"2022","Zürich","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",7810,5589,6615,10125,12172
"2022","Zürich","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5803,4281,4816,7388,9713
"2022","Zürich","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",5177,3976,4483,6896,9017
"2022","Zürich","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",6177,4595,5193,7657,10263
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6573,4429,5198,8810,12133
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5746,4147,4750,7650,10340
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6926,4611,5421,9270,12699
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",11596,7170,8931,15630,23228
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",10749,6273,8023,13577,23563
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",11910,7459,9204,16182,23227
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",9524,6072,7599,11859,15270
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",9220,5902,7358,10854,12886
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",9710,6072,7700,12183,15506
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7745,5386,6215,9583,11400
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7017,5221,6008,8825,10571
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",7950,5527,6365,9897,11665
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5964,4316,4935,7546,9680
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5275,4016,4569,6785,8353
"2022","Zürich","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6237,4424,5180,7800,10146
"2022","Zürich","> Andere","Berufliche Stellung - Total","Geschlecht - Total",4827,3639,4094,5873,8574
"2022","Zürich","> Andere","Berufliche Stellung - Total","Frauen",4824,3744,4172,6508,8942
"2022","Zürich","> Andere","Berufliche Stellung - Total","Männer",4831,3535,4064,5764,7695
"2022","Zürich","> Andere","Oberes und mittleres Kader","Geschlecht - Total",8681,5465,7222,11929,13969
"2022","Zürich","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2022","Zürich","> Andere","Oberes und mittleres Kader","Männer",7222,5465,5596,8886,14218
"2022","Zürich","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2022","Zürich","> Andere","Unteres Kader","Frauen",,,,,
"2022","Zürich","> Andere","Unteres Kader","Männer",,,,,
"2022","Zürich","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2022","Zürich","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Zürich","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2022","Zürich","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4642,3588,4045,5572,6954
"2022","Zürich","> Andere","Ohne Kaderfunktion","Frauen",4669,3715,4126,5672,7288
"2022","Zürich","> Andere","Ohne Kaderfunktion","Männer",4630,3429,4010,5572,6664
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6344,4362,5120,8086,10676
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",5851,4098,4696,7443,9464
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",6604,4625,5456,8487,11374
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",9479,5328,7126,12476,16847
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",8147,4706,6044,10967,14242
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",9881,5904,7583,12957,17460
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",7879,5280,6500,9944,12026
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",7198,4785,5858,9083,11104
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",8274,5697,6850,10476,12416
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6822,4986,5844,8242,9875
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",6305,4485,5214,7504,9073
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7095,5404,6153,8547,10212
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",5897,4232,4868,7133,8746
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5518,4023,4581,6933,8496
"2022","Ostschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6070,4462,5158,7246,8922
"2022","Ostschweiz","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6702,4619,5458,8557,11177
"2022","Ostschweiz","Schweizer/innen","Berufliche Stellung - Total","Frauen",6180,4381,4981,7646,9646
"2022","Ostschweiz","Schweizer/innen","Berufliche Stellung - Total","Männer",7097,4941,5837,9195,12088
"2022","Ostschweiz","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",9492,5564,7222,12321,16183
"2022","Ostschweiz","Schweizer/innen","Oberes und mittleres Kader","Frauen",8104,4705,6147,10535,13410
"2022","Ostschweiz","Schweizer/innen","Oberes und mittleres Kader","Männer",9916,6074,7734,12815,16840
"2022","Ostschweiz","Schweizer/innen","Unteres Kader","Geschlecht - Total",7945,5458,6577,9902,11903
"2022","Ostschweiz","Schweizer/innen","Unteres Kader","Frauen",7204,4931,5896,8948,10683
"2022","Ostschweiz","Schweizer/innen","Unteres Kader","Männer",8417,5980,7018,10530,12370
"2022","Ostschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6952,5028,5924,8367,10043
